+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |
| Sam    | Butter |       8 |   2018 |    24 |           972 |           972 |           972 |           972 |
| Sam    | Eggs   |       7 |   2020 |    15 |           766 |           766 |           766 |           766 |
| Mia    | Jelly  |       2 |   2020 |     5 |           269 |           269 |           269 |           269 |
| Wally  | Eggs   |       4 |   2019 |    25 |           869 |           869 |           869 |           869 |
| Claire | Cherry |      11 |   2020 |    30 |           409 |           409 |           409 |           409 |
| Helen  | Dates  |       5 |   2017 |     5 |           680 |           680 |           680 |           680 |
| Mia    | Eggs   |      10 |   2017 |    10 |           623 |           623 |           623 |           623 |
| Emily  | Apple  |       3 |   2017 |     8 |           710 |           710 |           710 |           710 |
| Boo    | Cherry |       6 |   2018 |    28 |           228 |           228 |           228 |           228 |
| Wally  | Cherry |       4 |   2020 |     3 |           664 |           664 |           664 |           664 |
| Wally  | Fish   |       9 |   2016 |    27 |           528 |           528 |           528 |           528 |
| Boo    | Fish   |      11 |   2016 |     5 |           561 |           561 |           561 |           561 |
| Dan    | Dates  |       6 |   2019 |    17 |           905 |           905 |           905 |           905 |
| Sam    | Ham    |      12 |   2020 |    29 |           465 |           465 |           465 |           465 |
| Wally  | Dates  |       1 |   2020 |     4 |           569 |           569 |           569 |           569 |
| Claire | Ice    |      12 |   2017 |    29 |           617 |           617 |           617 |           617 |
| Mia    | Butter |      10 |   2017 |    26 |           879 |           879 |           879 |           879 |
| Sam    | Grapes |       6 |   2016 |     8 |           614 |           614 |           614 |           614 |
| Claire | Jelly  |       2 |   2018 |    11 |           268 |           268 |           268 |           268 |
| Dan    | Fish   |       8 |   2020 |    10 |           490 |           490 |           490 |           490 |
| Mia    | Jelly  |       7 |   2016 |    31 |           122 |           122 |           122 |           122 |
| Sam    | Cherry |       2 |   2017 |    11 |           710 |           710 |           710 |           710 |
| Wally  | Grapes |       9 |   2017 |     1 |           565 |           565 |           565 |           565 |
| Claire | Butter |       2 |   2020 |     3 |           746 |           746 |           746 |           746 |
| Claire | Grapes |       7 |   2019 |    20 |           435 |           435 |           435 |           435 |
| Helen  | Butter |      10 |   2018 |    21 |           825 |           825 |           825 |           825 |
| Mia    | Butter |       5 |   2019 |     5 |           542 |           542 |           542 |           542 |
| Dan    | Ice    |       5 |   2020 |     5 |           442 |           442 |           442 |           442 |
| Emily  | Eggs   |       1 |   2016 |     1 |            83 |            83 |            83 |            83 |
| Boo    | Fish   |       7 |   2019 |    22 |           895 |           895 |           895 |           895 |
| Dan    | Fish   |      10 |   2017 |    19 |           738 |           738 |           738 |           738 |
| Boo    | Ice    |       5 |   2019 |    17 |           764 |           764 |           764 |           764 |
| Emily  | Fish   |       6 |   2018 |    29 |           471 |           471 |           471 |           471 |
| Wally  | Eggs   |      11 |   2020 |     9 |           746 |           746 |           746 |           746 |
| Sam    | Grapes |       6 |   2019 |    21 |           678 |           678 |           678 |           678 |
| Dan    | Dates  |       6 |   2019 |     4 |           827 |           827 |           827 |           827 |
| Mia    | Ice    |       8 |   2017 |    31 |            80 |            80 |            80 |            80 |
| Boo    | Jelly  |      11 |   2020 |     8 |           883 |           883 |           883 |           883 |
| Boo    | Fish   |       3 |   2016 |    21 |           903 |           903 |           903 |           903 |
| Helen  | Ice    |       9 |   2020 |     9 |           964 |           964 |           964 |           964 |
| Helen  | Fish   |       8 |   2019 |     2 |           928 |           928 |           928 |           928 |
| Helen  | Ice    |      11 |   2020 |     9 |           779 |           779 |           779 |           779 |
| Helen  | Grapes |       8 |   2016 |    17 |           954 |           954 |           954 |           954 |
| Dan    | Ice    |      12 |   2016 |     7 |           394 |           394 |           394 |           394 |
| Mia    | Apple  |       9 |   2020 |    27 |           462 |           462 |           462 |           462 |
| Sam    | Ham    |       2 |   2020 |    14 |           414 |           414 |           414 |           414 |
| Helen  | Cherry |       7 |   2019 |     3 |          1336 |           677 |          1336 |           677 |
| Chae   | Cherry |       9 |   2020 |    15 |           398 |           398 |           398 |           398 |
| Wally  | Eggs   |       4 |   2019 |    22 |           525 |           525 |           525 |           525 |
| Chae   | Grapes |       9 |   2017 |     3 |           239 |           239 |           239 |           239 |
| Claire | Jelly  |      11 |   2017 |    18 |           990 |           990 |           990 |           990 |
| Sam    | Jelly  |       5 |   2017 |    30 |           774 |           774 |           774 |           774 |
| Claire | Dates  |       3 |   2016 |    30 |           706 |           459 |           706 |           459 |
| Helen  | Cherry |       3 |   2017 |    13 |           432 |           432 |           432 |           432 |
| Claire | Eggs   |       7 |   2020 |    25 |           714 |           714 |           714 |           714 |
| Helen  | Cherry |       8 |   2018 |    31 |           387 |           387 |           387 |           387 |
| Chae   | Grapes |       1 |   2019 |     8 |           844 |           844 |           844 |           844 |
| Chae   | Grapes |       8 |   2019 |    21 |           381 |           381 |           381 |           381 |
| Wally  | Ice    |       8 |   2018 |    15 |           211 |           211 |           211 |           211 |
| Dan    | Dates  |       7 |   2018 |    13 |           229 |           229 |           229 |           229 |
| Wally  | Apple  |       4 |   2017 |     1 |           249 |           249 |           249 |           249 |
| Sam    | Apple  |      11 |   2018 |     5 |          1685 |           975 |          1685 |           975 |
| Claire | Ice    |       9 |   2016 |     9 |           996 |           996 |           996 |           996 |
| Claire | Grapes |       3 |   2016 |    27 |           419 |           419 |           419 |           419 |
| Emily  | Cherry |       3 |   2016 |    17 |           631 |           631 |           631 |           631 |
| Chae   | Eggs   |      12 |   2017 |     5 |           413 |           413 |           413 |           413 |
| Chae   | Dates  |       2 |   2020 |    18 |           717 |           717 |           717 |           717 |
