+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Dan    | Jelly  |       9 |   2019 |    25 |           917 |           917 |           917 |           917 |               1 |               1 |
| Claire | Ham    |       5 |   2018 |     1 |           564 |           564 |           564 |           564 |               1 |               1 |
| Wally  | Ice    |       5 |   2020 |    26 |           707 |           707 |           707 |           707 |               1 |               1 |
| Claire | Jelly  |       1 |   2016 |     5 |           221 |           221 |           221 |           221 |               1 |               1 |
| Wally  | Eggs   |       3 |   2017 |    23 |           763 |           763 |           763 |           763 |               1 |               1 |
| Helen  | Ham    |       2 |   2019 |    21 |           389 |           389 |           389 |           389 |               1 |               1 |
| Mia    | Butter |      11 |   2017 |    18 |           744 |           744 |           744 |           744 |               1 |               1 |
| Boo    | Cherry |      10 |   2016 |    15 |           585 |           585 |           585 |           585 |               1 |               1 |
| Chae   | Apple  |       3 |   2016 |    23 |           180 |           180 |           180 |           180 |               1 |               1 |
| Claire | Butter |       3 |   2019 |    19 |           114 |           114 |           114 |           114 |               1 |               1 |
| Claire | Ham    |       9 |   2018 |    20 |           459 |           459 |           459 |           459 |               1 |               1 |
| Emily  | Eggs   |      12 |   2018 |    21 |           677 |           677 |           677 |           677 |               1 |               1 |
| Claire | Butter |       9 |   2020 |     5 |           453 |           453 |           453 |           453 |               1 |               1 |
| Boo    | Ice    |       2 |   2016 |     8 |           141 |           141 |           141 |           141 |               1 |               1 |
| Helen  | Butter |       9 |   2020 |    17 |           889 |           889 |           889 |           889 |               1 |               1 |
| Boo    | Eggs   |       9 |   2020 |    13 |           428 |           428 |           428 |           428 |               1 |               1 |
| Mia    | Fish   |       7 |   2017 |    29 |           110 |           110 |           110 |           110 |               1 |               1 |
| Mia    | Jelly  |       3 |   2018 |     9 |           223 |           223 |           223 |           223 |               1 |               1 |
| Sam    | Jelly  |       5 |   2019 |    30 |           893 |           893 |           893 |           893 |               1 |               1 |
| Boo    | Butter |       3 |   2016 |    14 |           793 |           793 |           793 |           793 |               1 |               1 |
| Boo    | Butter |       2 |   2016 |    10 |           178 |           178 |           178 |           178 |               1 |               1 |
| Boo    | Ice    |       1 |   2020 |    17 |           832 |           832 |           832 |           832 |               1 |               1 |
| Dan    | Fish   |      11 |   2019 |    30 |           987 |           987 |           987 |           987 |               1 |               1 |
| Helen  | Fish   |       7 |   2020 |     9 |           374 |           374 |           374 |           374 |               1 |               1 |
